,sentences,users,date,sentiment_score
148,"puchong, people, priority, buy, puchong, understanding, vital, ptlm, talk, ioi, properties, showcase, ioi, mall, puchong, saturday, 2pm",TSaccetera,"Apr 23 2014, 09:14 PM",0.296
149,"clio, joint, venture, project, taiwanese, developer",sunrisecollector,"Apr 23 2014, 09:20 PM",0.0
150,"clio, joint, venture, project, taiwanese, developer?eith, china, taiwan, ..., start, d, mistaken",TSaccetera,"Apr 23 2014, 10:01 PM",-0.3612
151,"taiwan, ioi, property, taiwanese, serve, tell, mention, track, record, taipei, 101, blah, blah, blah",eco_supporter,"Apr 23 2014, 10:47 PM",-0.296
152,"taiwan, ioi, property, taiwanese, serve, tell, mention, track, record, taipei, 101, blah, blah, blah.cool, hear",TSaccetera,"Apr 24 2014, 11:25 AM",-0.2023
153,"company, dacin, construction, co., ltd, 3, construction, company, taiwan, involve, taipei, 101, know, proud, project, taiwan, pavilion, shanghai, expo, 2010, complete, 199, day, project, taiwan, wen, hua, yuan, list, world, 10, luxurious, home, sotheby, international, realty, year, 2013",vinctan88,"Apr 25 2014, 05:56 PM",0.4767
154,"base, ioi, property, showcase, sa, tell, project, launch, july, september, price, range, 500k, 800k, 850sqft, 1300sqft, think, good, buy, guy, think",Nidz,"May 2 2014, 11:59 AM",0.4404
155,"company, dacin, construction, co., ltd, 3, construction, company, taiwan, involve, taipei, 101, know, proud, project, taiwan, pavilion, shanghai, expo, 2010, complete, 199, day, project, taiwan, wen, hua, yuan, list, world, 10, luxurious, home, sotheby, international, realty, year, 2013.any, idea, objective, ioi, jv, taiwanese",CMW123,"May 2 2014, 12:13 PM",0.4767
156,"idea, objective, ioi, jv, taiwanese?沾光沾光嘛，maybe, time, sell, taiwanese, mainlander",puchongite,"May 2 2014, 02:23 PM",0.0
157,"沾光沾光嘛，maybe, time, sell, taiwanese, mainlanders.as, mm2h, near, golf, course, hospital, n, mall",CMW123,"May 3 2014, 12:05 PM",0.0
158,"ioi, pay, taiwan, contrator, rush, mall, open, year, dec, 2014,,no, jv",rongfu,"May 6 2014, 11:09 PM",-0.1027
159,"hear, unit, face, golf",eco_supporter,"May 8 2014, 05:15 PM",0.0
160,"actually, believe, cmw, refer, clio, residence, jv, mall",blackfuzzy,"May 8 2014, 05:20 PM",0.0
161,"mall, foreign, party, involve, contractor, famous, local, boy, al, ambia, hab",TSaccetera,"May 12 2014, 04:44 PM",0.4019
162,"nice, area, lot, green, ..., doubt, peaceful, mall, open",sunrisecollector,"May 13 2014, 01:12 AM",0.5423
163,"site, condo, directly, affect, traffic, mall, locate, roughly, 1, km, mall, direct, access, highway, ioi, resort, city, yes, traffic, puteri, palma, marriot, palm, garden, hotel, slightly, affect, direct, access, road, mall, condo, area, opposite, highway, access",Nidz,"May 14 2014, 04:43 PM",0.4019
164,"mrt, stop, here?i, know, uni, tnb, station, .., phase, 2, ...",CharmaineLee80,"May 14 2014, 05:11 PM",-0.296
165,"nope, refer, dacin, construction, ioi, jv, partner, project",Nidz,"May 14 2014, 05:22 PM",0.0
166,"good, price",MNet,"May 14 2014, 10:08 PM",0.4404
167,"heard, clio, service, residence, high, maintenance, fee, psf, commercial, rate, electricity, water, set",Ampelfrau,"May 14 2014, 10:52 PM",0.0
168,"yep, u, rightas, sale, pitch, convert, residential, ask, eta, tell",MNet,"May 16 2014, 12:31 PM",0.296
169,"nidz, near, place, liao, haha, presint, 14, putrajaya",spikyz,"May 21 2014, 09:51 AM",0.4588
170,"update, psf, price",Stephanie_x,"May 21 2014, 10:16 AM",0.0
171,"cheap, 600psf, onli, ....",nkhong,"May 21 2014, 01:35 PM",0.0
172,"pay, rm7000, vip, style, booking, .if, mind, book, mind, rm7000, telan, bulat, bulat, ioi",puchongite,"May 21 2014, 02:58 PM",0.4404
173,"psf, u, expect, n",CMW123,"May 21 2014, 06:26 PM",0.0
174,"http://www.iproperty.com.my/propertylistin...ominium-forsaleputeri, palma, ask, 700psf, new, condominium, 800, psf",nkhong,"May 21 2014, 08:06 PM",0.0
175,"lol, picture, unit, 1400, 1500, sq, ft, 550, 600psf, fully, furnish, believe, agent, post, tennis, court, squash, court, wat, kind, business, centre, unit, definitely, corner, lot, @@, bad, gold, club, life, membership",VT7,"May 21 2014, 10:34 PM",0.6597
176,"know, sale, package, project, offer?such, ...., spa, fee, legal, fee, mot, .., etcany, discount/, rebate, offer?any, news, abt, booking, fee?most, important, ...., launch, date",Stephanie_x,"May 22 2014, 01:51 AM",0.4291
177,"refer, ioi, exist, project, previous, launch, normally, developer, cover, spa, legal, fee, use, appoint, lawyer, easy, payment, scheme, maybe, 10, payment, differential, sum, loan, 90, book, fee, normally, 8, 10k, la, thea, 16, sierra, reference, buy, property, voucher, enjoy, additional, discount, 6k, choose, unit, registrant, voucherstargete, launch, july, aug, year",vinctan88,"May 22 2014, 01:54 AM",0.765
178,"cheap, unit, friend, consider, place, stay, kindly, advise, location, location, location, suitable, stay",jepakazoid_82,"May 22 2014, 03:38 PM",0.7506
179,"indicative, price, rm600, sf, available, size, 872, 1,012, 1,151, 1,410, sf, stay, big, size, suitable, ie, 1,151, sf, rm700k, /-, depend, floor, level, send, enquiry, property.marketingirc@ioigroup.com, fb, page, ioi, properties, berhad, send, detailed, plan",vinctan88,"May 22 2014, 03:47 PM",0.0
180,"thank, bro, info, wonder, rm, 600, psf, discount",jepakazoid_82,"May 22 2014, 03:50 PM",0.3612
181,"872sf, rm600, sf, ~rm523200.any, discount, easy, payment, 0, installment, payment",CharmaineLee80,"May 22 2014, 03:51 PM",0.4404
182,"got, news, letter, ioi, puteri, palma, penthouse, sale, rm, 452, persquare, foot, promotion, discount, 3, valid, till, end, month, interestedwe, share, referer, fee..http://sendgrid.com/wf/webmail?rp=zti1bgqz...urree5qutroveo5",leelee1988,"May 22 2014, 03:53 PM",0.296
183,"1.1mil, exp, kind, design",MNet,"May 22 2014, 08:41 PM",0.5267
184,"location, location, location, normally, use, investment, decision, stay, good, place, stay, accord, needs.i, personally, prefer, project, nearby, workplace, parent, house, near, shopping, mall, cinema, kaki, good, advantage",Nidz,"May 22 2014, 09:01 PM",0.7783
185,"hello, .., know, easy, payment, 10, work",Stephanie_x,"May 22 2014, 09:37 PM",0.4404
186,"hmm, ...., nidz, opinion, clip, location, location, location, wise, choice, investment",Stephanie_x,"May 23 2014, 11:20 AM",0.4767
187,"indicative, price, mid, floor, unit, subject, build, area, generally, big, build, area, lower, psf, .the, promotion, payment, package, finalize, normally, inform, close, launch, day, 1, week, before?if, refer, ioi, exist, project, easy, payment, scheme, allow, defer, payment, ie, 10, differential, sum, 18, month, instead, pay, 10, sign, spa, ioi, adopt, scheme, clio, unknowni, buy, township, development, ioi, city, mall, offices, hotel, high, end, bungalow, retail, outlet, township, golf, course, etc, term, south, klang, valley, center, point, kajang, bangi, sepang, puchong, south, serdang, seri, kembangan, dengkil, cyberjaya, putrajaya",vinctan88,"May 24 2014, 03:02 AM",0.1779
188,"use, strategy, buy, property, currently, stay, regret, decision, public, transport, good, hospital, night, life, learn, lesson, hard, way",jepakazoid_82,"May 24 2014, 07:04 AM",-0.0772
189,"u, mind, share, location",Stephanie_x,"May 24 2014, 08:49 AM",0.296
190,"thanks, @vintan88, .., wish, rebate, freebie",Stephanie_x,"May 24 2014, 12:39 PM",0.8126
191,"tell, location, cup, coffee",jepakazoid_82,"May 24 2014, 12:41 PM",0.0
192,"plan, buy, project, stay, know, wise, decision, investment, observation, let, decide, stay, place, project, finally, finish, think, trouble, sell, unit, rent, point, are:1, time, project, complete, shopping, mall, swing, current, trend, property, near, shopping, mall, familiar, project, locate, mall, huge, big, gsc, cinema, bowl, alley, ice, skating, rink, ..., aside, office, tower, plan, second, phase, mall, total, mall, size, 2.2, million, sqft, net, lettable, area, comparison, mid, valley, 1.7, mil, pavillion, 1.4, mil, .2, project, new, residential, project, township, exist, puteri, palma, sell, currently, fetch, good, rental, rate, rm2k, rm3k, buyer, project, advantage, mover, township, provide, thing, stay, property, bubble, burst, developer, increase, selling, price, phase, development, township, mover, cost, advantage, units.3, traffic, wise, think, major, problem, mall, swing, reason, ioi, plan, traffic, route, township, carefully, area, hq, tan, sri, live, diamond, hill, current, analysis, choose, project, stay, investment, wise, know, future, currently, sign, good, course, analysis, need, 2, cent",Nidz,"May 24 2014, 12:46 PM",0.9595
193,"malaysia, olympic, sized, ice, skating, rink, locate, ioi, city, mall",TSaccetera,"May 24 2014, 01:33 PM",0.0
194,"sunway, pyramid, equivalent, olympic, sized",CMW123,"May 24 2014, 02:53 PM",0.0
195,"sunway, pyramid, ice, skating, rinkolympic, size, ice, skating, rinkyour, imagination",vinctan88,"May 24 2014, 05:53 PM",0.0
196,"haha, .., maybe, pyramid, slightly, small",enkil,"May 24 2014, 06:28 PM",0.4588
197,"hi, taiko, u, work, near, place, idea, target, tenant, wanna, rent, idea, puteri, palma, current, tenant, easily, rent",nkhong,"May 24 2014, 07:35 PM",0.34
198,"visit, puteri, palma, vacant, unit, n, carpark, vacant, baysthere, koreans, stay, toothe, new, mall, bring, peopleioi, advertise, star, yesterday, sell, unsold, penthouse",CMW123,"May 24 2014, 07:48 PM",0.0
199,"vacant, unit, unsold, sell",puchongite,"May 24 2014, 10:14 PM",0.0
200,sell,CMW123,"May 24 2014, 10:29 PM",0.0
201,"rental, rate",jepakazoid_82,"May 24 2014, 11:50 PM",0.0
202,"hardly, find, listing, iproperty, like, sub, sale, transaction, pretty, inactive",CMW123,"May 30 2014, 03:08 PM",0.6908
203,"disagree, that.i, look, 1, 1, year, ago, price, 530k, 1200, sqft, mistaken, old, phase, like, rental, good, cover, installment, 1, willing, let, wait, appreciation, mall",CaptainCool,"May 30 2014, 03:51 PM",0.5574
204,"sell, mean, inactive, sub, sale, meh, ...., price, decent, family, size, unit, fetch, rm2xxx, rental, cover, installment, reasonable, u, notice, place, quiet, n, vacant, unit, old, phase, ..., good, rental, yield, unit, able, rent, unit, tenant, unlikely, owner, bother, rent, outbelieve, price, higher, view, mall, opening, especially, low, density, project, surround, golf, course",CMW123,"May 30 2014, 03:54 PM",-0.2944
205,"honestly, idea, target, tenant, buy, stay, consider, factor, decision, think, property, attract, lot, tenant, township, mature, maybe, 5, 10, year, different, situation, altogether",Nidz,"May 30 2014, 09:15 PM",0.8074
206,"buy, ownstay, easy, affordable, budget, like, location, property, buybuybuy, buy, investment, rent, 1, year, installment, plus, maintenance, fee, siong",nkhong,"May 31 2014, 02:02 AM",0.6597
207,"time, want, buy, agent, tell, rental, target, university, hospital, nearby, woh, true, know, end, buy.a, bit, regret, actually.hahaha",CaptainCool,"May 31 2014, 11:51 AM",0.0772
208,"finally, find, agent, tell, truth, ...",rachel_xxx,"May 31 2014, 12:00 PM",0.3182
209,"unit, rent, 3, year, .., far, problem, look, tenant, .., 1st, year, rent, lim, kok, weng, middle, east, rm, 3300monthly2nd, kind, desperate, rent, african, rm2800, pay, year, advance3th, indian, expactrade, work, cyberjaya, rm, 3000, monthlytarget, mainly, expactrade, cyberjaya, uni, student, limkokweng, .., u, desperate, africant, ur, resort, ...., rent, anytime, .., opinion, main, reason, unit, owner, kaya, kaya, dato, datin, wait, mall, ready, sell, .., intend, rent, choosy, tenant, know, .., haha2nd, owner, like, rent, student, middle, eastern, people.3th, owner, look, rental, like, rm, 5k, 6k, money, d, renovation, reality, people, affort, rental, investment, purpose, renovate, untill, luxury, .., expactrade, cyberjaya, thier, company, rm, 3k, house, rental, 3k, rental, hard, look, tenant, opinion, maybe, wrong, .., chill, ..., haha",leelee1988,"Jun 1 2014, 12:50 AM",0.4019
210,"thank, good, info, rental, look, attractive, furnish, u, provide",CMW123,"Jun 1 2014, 11:17 AM",0.8074
211,"consider, lucky, .., basic, fan, light, furnish, basiclly, unit, rent, .., furnishing, inside, leave, middle, eastern, student, rent, fully, furnish, unit, .., haha",leelee1988,"Jun 1 2014, 10:02 PM",0.7845
212,"puteri, palma, condo, owner, buying, stay, retirement, currently, mall, commercial, area, ready, massive, construction, reason, occupancy, rate, low, stay, left, unit, vacant, hassle, rent, manage, tenant, vacation, use, kinda, like, weekend, getaway, kl, city, reason, phase, 3, unit, build, sell, 2, year, ago, number, unit, sell, complete, transaction, renovation, end, year, early, year, vacancy, obviously, increase, owner, good, mixed, local, chinese, retire, expatriate, korea, japan, vietnam, china, singapore, western, country, etc, rental, wise, target, market, expat, work, cyberjaya, mncs, ie, dell, at&t, shell, hp, pilot, stewardess, air, asia, mas, korean, airlines, lecturers, international, school, ie, alice, smith, nexus, john, hopkins, overseas, student, come, study, international, school, guardian, parent, employee, serdang, sepang, bangi, industrial, area, rental, rate, 1,400, sq, ft, unit, fetch, rm2,300-rm2,500, basic, furnished, unit, light, fitting, fan, air, con, kitchen, cabinet, curtain, wardrobe, unit, initially, come, air, con, kitchen, cabinet, water, heater, shower, screen, fully, furnish, unit, rental, rm2,800-rm3,300, depend, type, furnish, provide, big, unit, rent, rm4,000, unit, interior, design, ask, rm5000, 6000, month, average, return, look, 4, basic, furnished, 6, fully, furnish, unit, subsale, current, transact, price, rm550, 600, sf, demand, supply, huge, potential, appreciation, lot, owner, willing, sell, unit, sell, recently, expat, previously, business, purpose, malaysia, rental, expect, clio, residence, likely, unit, furnish, air, con, kitchen, cabinet, water, heater, maybe, shower, screen, case, furnish, cost, prepare, unit, rent, minimum, rm10k, basic, furnished, unit, build, wardrobe",vinctan88,"Jun 3 2014, 09:55 PM",0.9486
213,"vinct88, car, park, provide, clio, residence",Stephanie_x,"Jun 6 2014, 02:09 AM",0.0
214,"base, sa, explaination, unit, come, 2, car, park",Nidz,"Jun 22 2014, 05:17 PM",0.0
215,"thanks, nidzso, .., expect, 2, car, park, free, air, conditional, free, kitchen, cabinet, free, water, heater, free, shower, screen, 😆",Stephanie_x,"Jun 22 2014, 06:08 PM",0.9442
216,"remember, mention, build, bridge, link, ioi, city, mall, confirm, check, opposite, highway, basically, walkable, mall, ...",happyice,"Jun 22 2014, 06:14 PM",0.0
217,"yes, build, speak, pedestrian, bridge, walking, distance, far, think, mall, 1, 2, km, condo, ioi, city, mall, flyover, putrajaya, main, road, connect, condo, flyover, complete, time, mall, open, soon",Nidz,"Jul 21 2014, 01:35 PM",0.4019
218,"view, puteri, palma, condo",vinctan88,"Jul 21 2014, 01:46 PM",0.0
219,"panorama, shoot",vinctan88,"Jul 21 2014, 01:59 PM",-0.34
220,"awesome, shot",TSaccetera,"Jul 21 2014, 02:02 PM",0.6249
221,"price, sft",optimus28,"Jul 21 2014, 02:22 PM",0.0
222,"indicative, price, rm600, psf, wait, till, launch, exact, pricing",Nidz,"Jul 21 2014, 02:29 PM",0.0
223,"expensive, ...",optimus28,"Jul 21 2014, 02:36 PM",0.0
224,"live, resort, bro, sure, address, use, use, similar, hq, look, great, ..., ioi, resort, city, 62502, putrajaya, ..., cyberjaya, service, apartment, sell, rm650, psf",mes23,"Jul 21 2014, 02:39 PM",0.7506
225,"update, launch, date",Stephanie_x,"Jul 21 2014, 05:36 PM",0.0
226,aug-14,CMW123,"Jul 21 2014, 10:31 PM",0.0
227,"wow, pricey",enkil,"Jul 22 2014, 06:01 PM",0.5859
228,"finally, launch, project, week, 2nd, august, vip, booking, buy, voucher, 31st, july, price, start, 550k, upwards, roughly, rm600, psf",Nidz,"Jul 22 2014, 06:47 PM",0.5106
229,"market, sentiment, bbb??biggest, mall, putrajaya, area!btw, list, tenant, shopping, mall?hopefully, boring, f&b, tenant",Babizz,"Jul 30 2014, 05:03 PM",-0.4822
230,"tesco, hypermarketthailand, home, improvement, brand, homeproaeon, index, live, mall, -will, open, location, parksongolden, screen, cinemas, starworld, hotelolympic, ice, skate, rink70,000, sq, ft, adventure, park, district, 121’and, 80, restaurant, cafe",swisspalm,"Jul 30 2014, 05:38 PM",0.6486
231,"good, putrajaya, land, expensive, .., duno, kinda, human, wanna, stay, .., btr, buy, condo, =)",Babizz,"Jul 30 2014, 08:38 PM",0.7269
232,"beg, differ, 2, storey, terrace, house, putrajaya, rm600k, 2000sqft, size, roughly, rm300, psf, consider, expensive",Nidz,"Jul 30 2014, 10:00 PM",0.0
233,"ah, new, launch, expensive!just, propwall, .., condo, bbb, lorr",Babizz,"Jul 30 2014, 10:10 PM",0.0
234,"depend, condo, bbb, coz, wanna, stay",Nidz,"Aug 3 2014, 12:18 AM",0.0
235,"s, good, ownstay, .., condo, unit, occupy, vp",Babizz,"Aug 3 2014, 08:09 AM",0.4404
236,"le, meridien, hotel, brand, starwood, hotels, resorts",TSaccetera,"Aug 3 2014, 11:50 PM",0.0
237,"wah, .., like, tat, follow, u, buy, ..., cos, bbb, ...., ..., ur, target",bigman,"Aug 4 2014, 08:03 AM",0.3612
238,"time, afford, property, purchase, wait, disposable, income",Nidz,"Aug 4 2014, 04:38 PM",0.0
239,"internal, staff, book, pass, week, mistaken, ..., anybody, know, response",CKH1988,"Aug 4 2014, 05:01 PM",-0.3612
240,"rental, u, guy, think, clio, fetch?while, puteri, palma, 1600sf, rental, roughly, rm2.5k, now.means, clio, 800sf, 1.5, 2k",CKH1988,"Aug 4 2014, 05:20 PM",0.0
241,"market, demand, supply, distort, capitalism, malaysian, property, market, 5, 6, year, use, 6, 7, rental, yield, slow, steady, capital, appreciation, market, crazy, 30, appreciation, year, sound, right, rich, quick, scheme, host, factor, cause, distortion",MNet,"Aug 4 2014, 10:21 PM",0.7184
242,"sale, office",kamilnu,"Aug 5 2014, 08:47 AM",0.0
243,"hear, launch, postpone, insight",eco_supporter,"Aug 11 2014, 01:27 PM",-0.2263
244,"bcos, skyz, residence, good, response, market, shy, launch, new, project",bigman,"Aug 12 2014, 07:23 PM",0.2263
245,"locate, ioi, resort, putrajaya, office, block, marriott, hotelthe, postpone, launch, mid, end, august, raya, holiday, week, buyer, complain, 31st, july, book, event, ..",Nidz,"Aug 12 2014, 11:19 PM",-0.5574
246,"big, big, mall, opening, soon, example, empire, damansara, attract, traffic, population, exist, shopping, centre, market, currently",Ace Ranger,"Aug 12 2014, 11:48 PM",0.3612
247,"condo, putrajaya, ioi, mall, invest, 500psf",CloudAtla$,"Aug 12 2014, 11:54 PM",0.0
248,"emm, clio, lauche, 600psf, facebook, page",Ace Ranger,"Aug 12 2014, 11:59 PM",0.0
249,"mall, failure, gona, come, soon, developer, better, prepare, small, plan, mall, faili'm, sure, ioi, city, mall, succeed, great, potential, putrajaya, cyberjaya, thousand, new, condo, new, exist, college, office, area",Babizz,"Aug 13 2014, 12:02 AM",0.8481
250,"ioi, city, mall, promising, mall, open, 2014",CMW123,"Aug 13 2014, 09:00 AM",0.4019
251,"10th, nov, grand, opening, ioi, resort, city, mall, like",Soros007,"Aug 13 2014, 09:20 AM",0.6705
252,"clio, walk, mall",propertybbb,"Aug 13 2014, 03:24 PM",0.0
253,"eu, colleague, yes, love, walk, long, distance, hot, sun, drive, min",ftan,"Aug 13 2014, 04:03 PM",0.7845
254,"news, launch, date",peyter,"Aug 13 2014, 04:23 PM",0.0
255,"set, launch, friday, 15th, august",Nidz,"Aug 13 2014, 04:35 PM",0.0
256,"yes, icerink, new, anchor, tenant, malaysian, market, like, homepro, mall, trump, quill, good, mall, 2014.duno, empire, damansara, government, stop, issue, license, build, mall",Babizz,"Aug 13 2014, 06:31 PM",0.7096
257,"mall, create, opportunity, meantime, create, competition",rainman19,"Aug 15 2014, 12:25 AM",0.7184
258,"look, good, =), 600, ish, psf, know, percent, discount",Babizz,"Aug 15 2014, 02:06 AM",0.4404
259,"5, cash",Nidz,"Aug 15 2014, 09:17 AM",0.0
260,"maybe, discount, launch, ballot, product, look, good, amenity, price, think, hard, find, tenant, like, live, near, mall",Babizz,"Aug 15 2014, 11:50 AM",0.6124
261,"know, discount, check, today, report",Nidz,"Aug 15 2014, 12:05 PM",0.0
262,invitation,d.storey,"Aug 15 2014, 12:11 PM",0.0
263,"872, sqft, 580, k, rm665, psf, cheap, .., rm600, psf, reasonable, ..",seanooi880327,"Aug 15 2014, 01:42 PM",0.0
264,"wah, walk, distance, ioi, phase, 2, mall, know, phase, 2, mall, ready?ya, internal, staff, sapu, cheap, unit, big, unit, pricey, friday, onwards, open, public, registrant",ftan,"Aug 15 2014, 01:43 PM",0.0
265,"phase, 2, mall, start, construction, mid, year, connexion, launch, mid, year, accord, sa, earthwork, piling, start, connexion, mixed, development, comprise, 4, storey, retail, outlet, high, density, residential, tower, small, size, compare, clio, iinm, size, 750, sqft, 950, sqft, 1200, sqft, pricing, determine",Nidz,"Aug 15 2014, 01:45 PM",0.0
266,"information, connexion, thread, https://forum.lowyat.net, topic/3183737",TSaccetera,"Aug 15 2014, 03:40 PM",0.0
267,"infos, clio:1-, book, fee, rm8,000, 2-, free, spa, legal, fee, 3-, 2, rebate, 3, cash, 4-, 2, rebate, credit, note, delivery, vacant, possession, 5-, 3, cash, pay, 5, instalment, 6, month, spa.6-, balance, downpayment, pay, 3, instalment, 3rd, 9th, 15th, month, sign, spa, buyer, issue, post, date, cheque, sign, furnish, includes:1-, 2, unit, aircond, 2-, kitchen, cabinet, hood, stove.3-, build, heater, master, bedroom4-, digital, locksetmaintenance, fee, rm0.33, sqftplease, note, development, commercial, title, commercial, rate, apply, assessment, utility, development, residential, utility, provider, allow, use, residential, rate, sa, confirm, puteri, palma, condo, situation, successfully, convert, title, residential, hope, info, help",Nidz,"Aug 15 2014, 03:46 PM",0.936
268,"putrajaya, price?cyberjaya, cheap, lol",xyyap,"Aug 15 2014, 04:22 PM",0.4215
269,"good, know, clio, vp, phase, mall, complete, look, forward, wonder, walkable, distance, i'm, curious, connextion, retail, close, mall, competition, right",ftan,"Aug 15 2014, 04:45 PM",0.6369
270,"misleadingnewspaper, advert, 499k, minand, rm552psfnow, 580k, onwards???i, hate, kind, cheat, people, mislead, advertthey, claim, walk, ..., cheating",ibbrio,"Aug 15 2014, 04:53 PM",-0.8146
271,"maybe, bumi, discount",Babizz,"Aug 15 2014, 05:09 PM",0.0
272,"u, try, ask, project, director, team, member, project, walk, site, mall, ..., believe, claim, ..",bigman,"Aug 15 2014, 05:16 PM",0.0
273,"location, persiaran, utara, inside, boundary?re, colour, dotted, line, mean, ioi, resort, city?clio, inside, outside, boundary??seems, paste, pic, google, map",ibbrio,"Aug 15 2014, 05:20 PM",0.0
274,"printscreen, attach, sure",viper88,"Aug 15 2014, 05:22 PM",0.3182
275,"yes, ..., unit, 499k",siawengwai,"Aug 15 2014, 05:22 PM",0.4019
276,"unit?next, toilet, ah?next, car, park, ah?even, bumi, discount, rm, 499,xxx",ibbrio,"Aug 15 2014, 05:24 PM",0.0
277,"yet?called, sale, office, answer, callsit, look, far, city, mall, edge, ioi, land, clio, uniten, land, view, face, ioi, city, mall, view, facing??future, development, service, apartments?phase, 2, mall, normally, year, realise, depend, success, phase, 1, wait, land, sand",ibbrio,"Aug 15 2014, 05:25 PM",0.6868
278,"look, like, puteri, palma, buy, look, nearer, mall, surround, greenery, nice, golf, course",ibbrio,"Aug 15 2014, 05:34 PM",0.6486
279,"look, like, buy, stay, future, development, place, ready, mature, easy, rental, market",ibbrio,"Aug 15 2014, 05:37 PM",0.8658
280,"rate, investmt, clio, putra, residence",d.storey,"Aug 15 2014, 06:03 PM",0.0
281,"normally, 1st, launch, cheap, locate, far, away, ...",bigman,"Aug 15 2014, 06:22 PM",0.0
282,"cheap, meh, rm, 589,000, onwards, low, level, oni, niahthis, face, uniten, unit, yardwhat, uniten, view, look, like?looking, ioi, land, eventual, future, launch, probably, like, skyz, puchong, high, pricing, lack, buyer",ibbrio,"Aug 15 2014, 08:37 PM",-0.296
283,"hi, launch, follow, true, 2, pm, 15.08.20141, rate, impressive, type, c, high, floor, unit, 16th, floor, type, b, time.2, type, b, unit, sell, 17th, floor, mind, unit, adjacent, water, tank.3, 5, discount, pay, stage, forget, mechanic, like, 3, 2, 6, months.4, flexi, pay, downpayment, pay, use, postdate, cheque, 3, payment, span, 15, month, 5, 2, car, park, unit, fix, allocation6, view, available, type, c, b, facing, uniten, nice, view, rest.7, book, fee, rm8000, rm500, fee, loan, disapprove, 3, bank, rm8, k, bye, bye.8, completion, time, 3, year, 20%9.most, bank, offer, 4.5, loan",peyter,"Aug 15 2014, 08:52 PM",0.8074
284,"rate, type, d",chicargo,"Aug 15 2014, 08:54 PM",0.0
285,"time, slow",peyter,"Aug 15 2014, 11:37 PM",0.0
286,"purchase, power, strong, malaysia",JamesPond,"Aug 16 2014, 12:17 AM",0.5106
287,"buy, cheap, leave, pricy, big, pocket, investor, ini, roundabout, road, meaning, suffer, road, noise, pack",ibbrio,"Aug 16 2014, 01:40 AM",-0.5719
288,"type, b, 16th, floor?how, type, c, high, floor?all, price, 5",ibbrio,"Aug 16 2014, 01:45 AM",0.0
289,"google, maps, like, good, 200, m, main, road",chicargo,"Aug 16 2014, 01:47 AM",0.6597
290,"condo, busy, road, cross, road, walk, mallso, buy, price, increasingso, force, bbb, sunday",ibbrio,"Aug 16 2014, 01:48 AM",0.0
291,"type, d?bett, view, face, mall, golf",ibbrio,"Aug 16 2014, 08:24 AM",0.0
292,"19th, foor, type, d:78780019th, foor, type, a:875800before, discount, auspicious, floor, 4",peyter,"Aug 16 2014, 08:25 AM",0.0
293,"wonder, big, difference, view, type, d, -01, type, d-09, direction, sale, brochure, golf, view, pool, city, mall, view",chicargo,"Aug 16 2014, 08:49 AM",0.0
294,"depend, like, greenery",peyter,"Aug 16 2014, 09:28 AM",0.3612
295,"sale, person, 1, km, city, mall, phase, 2, phase, 2, launch, plan, buy, small, unit, think, sunday, bit, late",peyter,"Aug 16 2014, 09:31 AM",0.0
296,"correct, location, google, think, 300, m, phase, 2, 800, m, phase, 1maybe, mean, drive, distance, direct, pedestrian, walkway, surely, benefit, project",chicargo,"Aug 16 2014, 09:33 AM",0.7096
297,"book, unit?1, km, walk, distance, claim, advertisement, like, golf, face, view, united, view, ok, quiet",ftan,"Aug 16 2014, 09:51 AM",0.7579
298,"mayb, ioi, try, copy, tropicana, ..., launch, developer, ...., buyer, snap, wat, price, offer, ..., ioi, forget, ..., different, betwwen, buyer, puchong, cheras, seri, kembangan, compare, buyer, pj, rich, n, dun, care, ..",bigman,"Aug 16 2014, 09:56 AM",0.7096
299,"unit, 01, 09, face, direction, view, believe, balcony, 2, unit, 30, meter, apart, share, view, think, categorise, mall, view, golf, view, sale, pitch, build, direct, flyover, ioi, city, mall, clio, site, think, 2, min, drive, mall, walk, mall, possible, 2, km, .both, view, nice, face, mall, golf, course, putrajaya, lake, construction, development, uniten, view, relaxed, building, space, apart, visible, construction, development, site, mountain, area, suggest, guy, panorama, view, sale, office, nice",Nidz,"Aug 16 2014, 07:42 PM",0.875
300,"smell, flipper, project, pricy, unit, ....., nahhhh, ..., investor, touch, bco, decent, return, cheap, unit, buy, uncle, auntie, oso",kamilnu,"Aug 16 2014, 09:00 PM",0.0
301,"hot, sale",brand,"Aug 16 2014, 09:18 PM",0.0
302,"kind, pricing, difference, skyz, puchong, putrajayasubsequent, launch, close, 1, mil???no, eye, eyesgreedy, developer, everywhereyet, uncle, auntie, buy, like, taugehputeri, palma, 2, subsale, 650k, ask, price, 1400sqft, deal, lor, ..",ibbrio,"Aug 16 2014, 09:54 PM",0.7536
303,"confirm, sellin, point",ibbrio,"Aug 16 2014, 10:20 PM",0.0
304,"lol, walk, 1, km, malaysia, weather?mid, valley, walk, garden, end, 1, km, air, condask, tan, sri, ioi, walk, n",ibbrio,"Aug 16 2014, 11:26 PM",0.4215
305,"property, market, gettin, unhealthyany, tom, d, harry, developerjust, launch, enjoy",ibbrio,"Aug 17 2014, 04:24 AM",0.4939
306,"basically, clio, consider, good, residential, project, zone",Kicimiao66cc,"Aug 17 2014, 09:53 AM",0.4404
